21:20:29 -> INFO: Archivo de carga de escena de lua correctamente inicializado
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:36 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:37 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:38 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:39 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:40 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:41 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
21:20:42 -> WARN: trying to move a static rigidBody will result in nothig
